Job Title,Company Name,Salary,Job Category,city,State
Registered Nurse - Case Manager Surgery Clinic 1,Department of Veterans Affairs,56385,Data Warehouse Manager,Columbia,South Carolina
Registered Nurse - Case Manager Surgery Clinic 2,Department of Veterans Affairs,56385,Data Warehouse Manager,Columbia,South Carolina
Human Resources Officer (Human Resource Manager),Department of Justice,64649,Data Warehouse Manager,Beaver,West Virginia
Psychology Program Manager - Suicide Prevention,Department of Veterans Affairs,10999,Data Warehouse Manager,Kansas City,Missouri
"RN-Nurse Manager, Post Anesthesia Care Unit (PACU)",Department of Veterans Affairs,10674,Data Warehouse Manager,Palo Alto,California
Human Resources Officer (Human Resource Manager),Department of Justice,77488,Data Warehouse Manager,Jonesville,Virginia
Human Resources Officer (Human Resource Manager),Department of Justice,68864,Data Warehouse Manager,Miami,Florida
Registered Nurse- MICU Assistant Nurse Manager,Department of Veterans Affairs,78492,Data Warehouse Manager,Asheville,North Carolina
"Research Manager, Executive Branch Operations",Legislative Branch,14412,Data Warehouse Manager,Washington,District of Columbia
Management and Program Analyst (Project Manager),Department of the Treasury,93081,Data Warehouse Manager,No location provided,
Human Resources Officer (Human Resource Manager),Department of Justice,78711,Data Warehouse Manager,Florence,Colorado
Registered Nurse (Mental Health RN Case Manager),Department of Veterans Affairs,56994,Data Warehouse Manager,No location provided,
"Supervisory Enforcement Manager, ZA-1801-5 (DE/CR)",Department of Commerce,14323,Data Warehouse Manager,Juneau,Alaska
Marriage and Family Therapist (Program Manager),Department of Veterans Affairs,10594,Data Warehouse Manager,Houston,Texas
Marriage and Family Therapist (Program Manager),Department of Veterans Affairs,10594,Data Warehouse Manager,Houston,Texas
Registered Nurse - Primary Care RN Care Manager,Department of Veterans Affairs,54620,Data Warehouse Manager,Lebanon,Pennsylvania
SUPERVISORY FACILITY SUPPORT CONTRACT MANAGER,Department of the Navy,10369,Data Warehouse Manager,Washington Navy Yard,District of Columbia
Interdisciplinary Regulatory Project Manager,Department of the Army,43683,Data Warehouse Manager,No location provided,
Aerospace Engineer (Training Portfolio Manager),Department of Transportation,83458,Data Warehouse Manager,No location provided,
Project Manager (Facility Design and Construction),Department of the Navy,64000,Data Warehouse Manager,Virginia Beach,Virginia
Registered Nurse - Assistant Nurse Manager (CLC/GEC),Department of Veterans Affairs,56385,Data Warehouse Manager,Columbia,South Carolina
Physician (Division Manager/Chief) - Medical Imaging,Department of Veterans Affairs,33000,Data Warehouse Manager,Milwaukee,Wisconsin
Assistant Nurse Manager (Community Living Center),Department of Veterans Affairs,93530,Data Warehouse Manager,Vancouver,Washington
Correctional Treatment Specialist (Case Manager),Department of Justice,55214,Data Warehouse Manager,Three Rivers,Texas
Program Manager (Deputy Division Administrator),Department of Transportation,10888,Data Warehouse Manager,No location provided,
Registered Nurse (Assistant Nurse Manager) MICU/PCU,Department of Veterans Affairs,70640,Data Warehouse Manager,Miami,Florida
Registered Nurse (Assistant Nurse Manager) MICU/PCU,Department of Veterans Affairs,70640,Data Warehouse Manager,Miami,Florida
Registered Nurse (Case Manager Patient Advocates),Department of Veterans Affairs,76286,Data Warehouse Manager,Seattle,Washington
Correctional Treatment Specialist (Case Manager),Department of Justice,60392,Data Warehouse Manager,Dublin,California
Registered Nurse Community Care Program Manager,Department of Veterans Affairs,56449,Data Warehouse Manager,No location provided,
Physical Therapist (Whole Health Program Manager),Department of Veterans Affairs,94885,Data Warehouse Manager,Pittsburgh,Pennsylvania
Registered Nurse Manager Inpatient Mental Health,Department of Veterans Affairs,88539,Data Warehouse Manager,Atlanta,Georgia
Registered Nurse (Clinical Research Unit Manager),Department of Veterans Affairs,76286,Data Warehouse Manager,Seattle,Washington
Facility Operations Specialist (Facility Manager),Department of Justice,94523,Data Warehouse Manager,Dublin,California
"CATERING OPERATIONS MANAGER SUPERVISOR, NF-1101-03",Department of the Navy,46380.00107,Data Warehouse Manager,Jacksonville,North Carolina
Assistant Clinical Director/Nurse Manager CBOCs,Department of Veterans Affairs,10980,Data Warehouse Manager,Santa Rosa,California
Registered Nurse-Manager (Telemetry/Stepdown Unit),Department of Veterans Affairs,62250,Data Warehouse Manager,Chicago,Illinois
Health System Specialist / Group Practice Manager,Department of Veterans Affairs,87198,Data Warehouse Manager,Martinsburg,West Virginia
Correctional Treatment Specialist (Case Manager),Department of Justice,43495,Data Warehouse Manager,Manchester,Kentucky
Registered Nurse (Primary Care Nurse Manager) CBOC,Department of Veterans Affairs,70607,Data Warehouse Manager,Anderson,South Carolina
OPERATIONAL TEST AND EVALUATION PROGRAM MANAGER,Department of the Air Force,10522,Data Warehouse Manager,Edwards AFB,California
Interdisciplinary (Safety of Dams Project Manager),Department of the Interior,92936,Data Warehouse Manager,Sacramento,California
RN-Assistant Nurse Manager-Emergency Department,Department of Veterans Affairs,76105,Data Warehouse Manager,Saint Louis,Missouri
Registered Nurse (Specialty Clinics Case Manager),Department of Veterans Affairs,68579,Data Warehouse Manager,Providence,Rhode Island
Psychology Program Manager (Outpatient Programs),Department of Veterans Affairs,12771,Data Warehouse Manager,Marion,Illinois
Registered Nurse (Women's Veteran Program Manager),Department of Veterans Affairs,51468,Data Warehouse Manager,Nashville,Tennessee
Civil Engineer (Highway - Project Manager) DIRECT HIRE,Department of Transportation,10102,Data Warehouse Manager,Lakewood,Colorado
Supervisory Forestry Technician (Helitack) Manager,Department of Agriculture,53433,Data Warehouse Manager,No location provided,
Environmental Program Manager (INTERDISCIPLINARY),Department of the Air Force,65106,Data Warehouse Manager,Lackland AFB,Texas
Registered Nurse (Nurse Manager Intensive Care Unit),Department of Veterans Affairs,85556,Data Warehouse Manager,Ann Arbor,Michigan
Correctional Program Officer (Control Unit Manager),Department of Justice,93597,Data Warehouse Manager,Florence,Colorado
Nurse Practitioner - Women Veteran's Program Manager,Department of Veterans Affairs,51266,Data Warehouse Manager,No location provided,
Cytotechnologist (Laboratory Information Manager),Department of Veterans Affairs,78484,Data Warehouse Manager,Salisbury,North Carolina
Commissioned Corps Program Manager,Department of Health And Human Services,11471,Data Warehouse Manager,Atlanta,Georgia
Registered Nurse (Nurse Manager Inpatient Telemetry),Department of Veterans Affairs,85556,Data Warehouse Manager,Ann Arbor,Michigan
Forestry Technician (Smokejumper)(Training Manager),Department of the Interior,58842,Data Warehouse Manager,Boise,Idaho
Supervisory Program Manager (Deputy Group Director),Department of Health And Human Services,15623,Data Warehouse Manager,San Francisco,California
Telecommunications Specialist (Frequency Manager),Department of the Army,84886,Data Warehouse Manager,Joint Base Lewis-McChord,Washington
Regional Saw Program Manager (Chainsaw & Crosscut Saw),Department of Agriculture,64649,Data Warehouse Manager,No location provided,
Registered Nurse - Acute/Specialty Care Nurse Manager,Department of Veterans Affairs,55308,Data Warehouse Manager,Dayton,Ohio
Administrative Officer/Customer Relations Manager,Department of the Treasury,11928,Data Warehouse Manager,Seattle,Washington
Supervisory Social Worker (Patient Advocate Manager),Department of Veterans Affairs,10218,Data Warehouse Manager,Hines,Illinois
Training Specialist (Training Manager)- Intermittent,Department of Homeland Security,44159.99985,Data Warehouse Manager,No location provided,
BALLISTIC MISSILE DEFENSE SENSOR MANAGER OPERATOR,Department of the Air Force,65669,Data Warehouse Manager,Schriever AFB,Colorado
Food Service Systems Manager (Supervisory Dietitian),Department of Veterans Affairs,80275,Data Warehouse Manager,Phoenix,Arizona
Clinical Pharmacy Specialist (SVNH Program Manager),Department of Veterans Affairs,11170,Data Warehouse Manager,Port Charlotte,Florida
Clinical Pharmacy Specialist (SVNH Program Manager),Department of Veterans Affairs,11170,Data Warehouse Manager,Port Charlotte,Florida
"Registered Nurse, Case Manager, Care in the Community",Department of Veterans Affairs,62516,Data Warehouse Manager,Amarillo,Texas
SECURITY SPECIALIST (UNIT DEPLOYMENT MANAGER) (Title 32),Department of the Air Force,53433,Data Warehouse Manager,Peoria,Illinois
SECURITY SPECIALIST (UNIT DEPLOYMENT MANAGER) (TITLE 32),Department of the Air Force,53433,Data Warehouse Manager,Springfield,Illinois
Psychiatrist - Chief (Mental Health Co-Division Manager),Department of Veterans Affairs,25000,Data Warehouse Manager,Milwaukee,Wisconsin
Physician - Psychiatrist (Mental Health Program Manager),Department of Veterans Affairs,10864,Data Warehouse Manager,Honolulu,Hawaii
Medical Technologist (Laboratory Information Manager),Department of Veterans Affairs,77488,Data Warehouse Manager,Huntington,West Virginia
Medical Technologist (Laboratory Information Manager),Department of Veterans Affairs,85047,Data Warehouse Manager,Minneapolis,Minnesota
"Pharmacist (Facility Program Manager, PMOP Coordinator)",Department of Veterans Affairs,12079,Data Warehouse Manager,Phoenix,Arizona
Occupational Therapist (Whole Health Program Manager),Department of Veterans Affairs,94885,Data Warehouse Manager,Pittsburgh,Pennsylvania
Administrative Officer (SCR Field Operations Manager),Department of the Treasury,10888,Data Warehouse Manager,No location provided,
Local Hire (Public Assistance Program Delivery Manager),Department of Homeland Security,58599.99847,Data Warehouse Manager,Harrisburg,Pennsylvania
Senior Social Worker (Suicide Prevention Case Manager),Department of Veterans Affairs,88488,Data Warehouse Manager,Loma Linda,California
Registered Nurse - Assistant Nurse Manager Acute Psych,Department of Veterans Affairs,69655,Data Warehouse Manager,Waco,Texas
"Case Manager, CG-570-13/14 (Temporary Promotion NTE 1 Year)",Other Agencies and Independent Organizations,10658,Data Warehouse Manager,Chicago,Illinois
TECHNICAL PROJECT MANAGER (ADMINISTRATIVE/TECHNICAL),Department of the Navy,77488,Data Warehouse Manager,Crane,Indiana
Registered Nurse- Home Health Program Clinical Manager,Department of Veterans Affairs,78080,Data Warehouse Manager,Iowa City,Iowa
Supervisory Forestry Technician (Helitack) Asst. Manager,Department of Agriculture,43683,Data Warehouse Manager,No location provided,
Supervisory Forestry Technician (IHC Assistant Manager),Department of Agriculture,43683,Data Warehouse Manager,No location provided,
Assistant Clinical Nurse Manager (ICU/Telemetry/Stepdown),Department of Veterans Affairs,63929,Data Warehouse Manager,Detroit,Michigan
Leadership and Supervisory Development Program Manager,Department of Defense,78136,Data Warehouse Manager,Indianapolis,Indiana
Leadership and Supervisory Development Program Manager,Department of Defense,78136,Data Warehouse Manager,Indianapolis,Indiana
Interdisciplinary (Project Manager) - Virtual Career Fair,Department of the Army,10647,Data Warehouse Manager,New York,New York
Program Analyst (Strategic Plans Career Program Manager),Department of the Army,12253,Data Warehouse Manager,Fort Belvoir,Virginia
Suicide Prevention Coordinator -Social Work Case Manager,Department of Veterans Affairs,84231,Data Warehouse Manager,Philadelphia,Pennsylvania
Suicide Prevention Coordinator -Social Work Case Manager,Department of Veterans Affairs,84231,Data Warehouse Manager,Philadelphia,Pennsylvania
Supervisory Air Traffic Control Specialist (Team Manager),Department of Transportation,11988,Data Warehouse Manager,College Park,Georgia
SEXUAL ASSAULT PREVENTION AND RESPONSE PROGRAM MANAGER,Department of the Air Force,78277,Data Warehouse Manager,Whiteman AFB,Missouri
SEXUAL ASSAULT PREVENTION AND RESPONSE PROGRAM MANAGER,Department of the Air Force,77488,Data Warehouse Manager,Grand Forks AFB,North Dakota
Registered Nurse Manager (Viera-MH-Med Specialty Clinics),Department of Veterans Affairs,82402,Data Warehouse Manager,Viera,Florida
BUILDINGS & GROUNDS ASSISTANT MANAGER NF3* (RFT) FACILITIES,Department of the Navy,48000,Data Warehouse Manager,Quantico,Virginia
Supplemental Nursing Personnel Assistant Nurse Manager,Department of Veterans Affairs,78131,Data Warehouse Manager,Kansas City,Missouri
SEXUAL ASSAULT PREVENTION AND RESPONSE PROGRAM MANAGER,Department of the Air Force,80208,Data Warehouse Manager,Rickenbacker AFB,Ohio
IT Project Manager (Policy Planning/Information Security),Department of the Army,10369,Data Warehouse Manager,Arlington,Virginia
"Case Manager, CG-0570-13/14 (Temporary Promotion NTE 6 Months)",Other Agencies and Independent Organizations,10229,Data Warehouse Manager,Atlanta,Georgia
SEXUAL ASSAULT PREVENTION AND RESPONSE PROGRAM MANAGER,Department of the Air Force,94523,Data Warehouse Manager,Moffett Field,California
Registered Nurse - Assistant Nurse Manager  LaCrosse CBOC,Department of Veterans Affairs,66442,Data Warehouse Manager,La Crosse,Wisconsin
Supervisory Forestry Technician (Smokejumper Asst. Manager),Department of Agriculture,48378,Data Warehouse Manager,No location provided,
Psychology Program Manager (Substance Use Disorder Program),Department of Veterans Affairs,10941,Data Warehouse Manager,Hampton,Virginia
Safety & Occupational Health Manager (Safety Administrator),Department of Justice,77488,Data Warehouse Manager,Gregg Township,Pennsylvania
SUPERVISORY MANPOWER ORGANIZATION AND RESOURCES MANAGER,Department of the Air Force,93129,Data Warehouse Manager,Davis Monthan AFB,Arizona
Logistics Management Specialist (Dispatch Center Manager),Department of the Interior,72299,Data Warehouse Manager,Fairbanks,Alaska
Safety & Occupational Health Manager (Safety Administrator),Department of Justice,92143,Data Warehouse Manager,Forrest City,Arkansas
Registered Nurse ( Sterile Processing Service) Nurse  Manager,Department of Veterans Affairs,64640,Data Warehouse Manager,Huntington,West Virginia
Supervisory Aviation Safety Inspector (Frontline Manager),Department of Transportation,96770,Data Warehouse Manager,Fargo,North Dakota
Supervisory Aviation Safety Inspector (Frontline Manager),Department of Transportation,96770,Data Warehouse Manager,Lincoln,Nebraska
Interdisciplinary Regulatory Project Manager - DIRECT HIRE,Department of the Army,43683,Data Warehouse Manager,No location provided,
Registered Nurse - Patient Aligned Care Team (PACT) Care Manager,Department of Veterans Affairs,53680,Data Warehouse Manager,No location provided,
Registered Nurse Care Manager Patient Aligned Care Team (PACT),Department of Veterans Affairs,65108,Data Warehouse Manager,No location provided,
Psychology Program Manager (Substance Use Disorders Program),Department of Veterans Affairs,10941,Data Warehouse Manager,Hampton,Virginia
Supervisory Air Traffic Control Specialist (Support Manager ),Department of Transportation,15013,Data Warehouse Manager,Minneapolis,Minnesota
Flight Projects Development Program (Administrative Manager),National Aeronautics and Space Administration,10369,Data Warehouse Manager,Greenbelt,Maryland
"Administrative Officer (District Operations Manager), NB-341-5",Department of the Treasury,81862,Data Warehouse Manager,Denver,Colorado
Equal Employment Opportunity Specialist (Complaint's Manager),Other Agencies and Independent Organizations,12253,Data Warehouse Manager,Washington,District of Columbia
Supervisory Air Traffic Control Specialist (Support Manager),Department of Transportation,15432,Data Warehouse Manager,Memphis,Tennessee
Registered Nurse Care Manager-Patient Aligned Care Team (PACT),Department of Veterans Affairs,56864,Data Warehouse Manager,Bismarck,North Dakota
Supervisory Air Traffic Control Specialist (Support Manager),Department of Transportation,14697,Data Warehouse Manager,Hilliard,Florida
Nurse Manager - Residential Rehabilitation Treatment Program,Department of Veterans Affairs,68282,Data Warehouse Manager,North Little Rock,Arkansas
Registered Nurse - Intensive Care Unit Assistant Nurse Manager,Department of Veterans Affairs,62800,Data Warehouse Manager,Clarksburg,West Virginia
INTERDISCIPLINARY ENGINEER/ARCHITECT CONSTRUCTION MANAGER (CM),Department of the Navy,10369,Data Warehouse Manager,Washington Navy Yard,District of Columbia
Supervisory Facility Operations Specialist (Facility Manager),Department of Justice,92143,Data Warehouse Manager,Gregg Township,Pennsylvania
Supervisory Air Traffic Control Specialist (Air Traffic Manager),Department of Transportation,15336,Data Warehouse Manager,Orlando,Florida
Information Technology Specialist (Computer Services Manager),Department of Justice,77488,Data Warehouse Manager,Herlong Sierra Ordnance Depot,California
"Registered Nurse, Assistant Nurse Manager, Emergency Department",Department of Veterans Affairs,69655,Data Warehouse Manager,Temple,Texas
Supervisory Diversion Investigator (Diversion Program Manager),Department of Justice,12849,Data Warehouse Manager,Omaha,Nebraska
Licensed Professional Mental Health Counselor (Program Manager),Department of Veterans Affairs,10594,Data Warehouse Manager,Houston,Texas
Licensed Professional Mental Health Counselor (Program Manager),Department of Veterans Affairs,10594,Data Warehouse Manager,Houston,Texas
Supervisory Recreation Specialist (Aquatics Manager) GS-0188 07,Department of Homeland Security,48852,Data Warehouse Manager,Kodiak,Alaska
Supervisory Recreation Specialist (Aquatics Manager) GS-0188 07,Department of Homeland Security,48852,Data Warehouse Manager,Kodiak,Alaska
Registered Nurse (Nurse Manager Outpatient Mental Health Clinic),Department of Veterans Affairs,71796,Data Warehouse Manager,Kansas City,Missouri
Supervisory Air Traffic Control Specialist (Operations Manager),Department of Transportation,14697,Data Warehouse Manager,Orlando,Florida
Supervisory Air Traffic Control Specialist (Operations Manager),Department of Transportation,14697,Data Warehouse Manager,Hilliard,Florida
Aviation Safety Inspector (Ops) or (Roto-Heli) (FAASTeam Program Manager),Department of Transportation,12176,Data Warehouse Manager,Juneau,Alaska
Psychology Program Manager (Primary Care - Mental Health Integration),Department of Veterans Affairs,10941,Data Warehouse Manager,Hampton,Virginia
Psychology Program Manager (Primary Care - Mental Health Integration),Department of Veterans Affairs,10941,Data Warehouse Manager,Hampton,Virginia
Licensed Professional Mental Health Counselor HUD-VASH Case Manager,Department of Veterans Affairs,53714,Data Warehouse Manager,Corpus Christi,Texas
Licensed Professional Mental Health Counselor HUD-VASH Case Manager,Department of Veterans Affairs,53714,Data Warehouse Manager,Corpus Christi,Texas
Registered Nurse Manager (Home and Community Based Care Coordinator),Department of Veterans Affairs,81200,Data Warehouse Manager,Salisbury,North Carolina
Supervisory IT Program Manager (Chief Information Security Officer),Other Agencies and Independent Organizations,14412,Data Warehouse Manager,Washington,District of Columbia
Supervisory IT Program Manager (Chief Information Security Officer),Other Agencies and Independent Organizations,14412,Data Warehouse Manager,Washington,District of Columbia
Information Technology Project Manager (Policy and Planning/Network),Department of the Army,80522,Data Warehouse Manager,Fort Bragg,North Carolina
Registered Nurse - Program Manager Mental Health Outpatient Clinic,Department of Veterans Affairs,66442,Data Warehouse Manager,Tomah,Wisconsin
Medical Surgical Telemetry Assistant Nurse Manager (RN),Department of Veterans Affairs,53638,Data Warehouse Manager,Salem,Virginia
Supervisory Airway Transportation System Specialist (SSC Manager),Department of Transportation,10430,Data Warehouse Manager,Dallas,Texas
Registered Nurse Practitioner - Mental Health Clinic Program Manager,Department of Veterans Affairs,95756,Data Warehouse Manager,Reno,Nevada
"Aviation Safety Inspector (FAASTeam Program Manager - GA, Operations)",Department of Transportation,11706,Data Warehouse Manager,Minneapolis,Minnesota
SUPERVISORY SOCIAL WORKER (CAREGIVER SUPPORT PROGRAM (CSP) MANAGER),Department of Veterans Affairs,86283,Data Warehouse Manager,Manchester,New Hampshire
Supervisory Air Traffic Control Specialist  (Air Traffic Manager - MSS-4),Department of Transportation,84991,Data Warehouse Manager,Clarksburg,West Virginia
Supervisory Appeals Officer (International Operations Team Manager),Department of the Treasury,10888,Data Warehouse Manager,No location provided,
Senior Social Worker (Virtual Post COVID Rehab Program Case Manager),Department of Veterans Affairs,77488,Data Warehouse Manager,Tampa,Florida
General Engineer (Facility Capital Asset and Space Program Manager),Department of Veterans Affairs,90219,Data Warehouse Manager,Chicago,Illinois
"Aviation Safety Inspector (ACO), Assistant Aircrew Program Manager",Department of Transportation,79468,Data Warehouse Manager,No location provided,
Biologist/Physical Scientist/Chemist (Quality Assurance Manager),Other Agencies and Independent Organizations,95751,Data Warehouse Manager,Durham,North Carolina
Forestry Technician (Helicopter Program Manager) - Direct Hire Authority,Department of the Interior,58900.00153,Data Warehouse Manager,No location provided,
Registered Nurse Nurse Manager (LAACC) Los Angeles Ambulatory Care Clinic,Department of Veterans Affairs,11345,Data Warehouse Manager,Los Angeles,California
Registered Nurse Nurse Manager (LAACC) Los Angeles Ambulatory Care Clinic,Department of Veterans Affairs,11345,Data Warehouse Manager,Los Angeles,California
Registered Nurse (Nurse Manager -  Home Based Primary Care Program Director),Department of Veterans Affairs,82398,Data Warehouse Manager,Walla Walla,Washington
Registered Nurse - Assistant Nurse Manager Medical/Surgical Step Down Unit,Department of Veterans Affairs,76770,Data Warehouse Manager,Gainesville,Florida
Registered Nurse - Assistant Nurse Manager Medical Intensive Care Unit,Department of Veterans Affairs,76770,Data Warehouse Manager,Gainesville,Florida
Pharmacy Supervisor (Formulary & Drug Policy Manager / Pharmacoeconomic),Department of Veterans Affairs,12450,Data Warehouse Manager,Albuquerque,New Mexico
Interdisciplinary- Health Promotion Disease Prevention Program Manager,Department of Veterans Affairs,80161,Data Warehouse Manager,Richmond,Virginia
Recreation Therapist (Program Coordinator) Whole Health Program Manager,Department of Veterans Affairs,79794,Data Warehouse Manager,Pittsburgh,Pennsylvania
"Supervisory Air Traffic Control Specialist, Air Traffic Manager (AT-2152-GL)",Department of Transportation,11614,Data Warehouse Manager,San Diego,California
Registered Nurse (Sterile Processing Service)  Assistant Nurse Manager,Department of Veterans Affairs,64233,Data Warehouse Manager,Huntington,West Virginia
Senior Psychologist Program Manager (Associate Chief of Mental Health),Department of Veterans Affairs,14204,Data Warehouse Manager,Hines,Illinois
Physician - Psychiatrist Program Manager Mental Health Outpatient Clinic,Department of Veterans Affairs,28000,Data Warehouse Manager,Tomah,Wisconsin
"Management and Program Analyst (Project Manager) TEMP NTE 1 YEAR, MBE, MBMP",Department of the Treasury,92143,Data Warehouse Manager,No location provided,
Supervisory Aviation Safety Inspector - All Specialties (Office Manager),Department of Transportation,11378,Data Warehouse Manager,Orlando,Florida
"Financial Program Manager (Chief, Facilities Resource Management Section)",Department of Justice,12253,Data Warehouse Manager,District of Columbia,District of Columbia
Park Ranger (Protection - Field Training and Evaluation Program Manager),Department of the Interior,92143,Data Warehouse Manager,Glynco,Georgia
Aviation Safety Inspector Geographic Program Manager (Air Carrier Avionics),Department of Transportation,79468,Data Warehouse Manager,No location provided,
"Aviation Safety Inspector, Air Carrier Maintenance, Partial Program Manager",Department of Transportation,10888,Data Warehouse Manager,Louisville,Kentucky
Social Scientist/Natural Resource Manager (Recreation)/Landscape Architect,Department of Agriculture,77488,Data Warehouse Manager,Willows,California
General Engineer/Physical Scientist/Life Scientist (Remedial Project Manager),Other Agencies and Independent Organizations,99319,Data Warehouse Manager,Dallas,Texas
General Engineer/Physical Scientist/Life Scientist (Remedial Project Manager),Other Agencies and Independent Organizations,69684,Data Warehouse Manager,Dallas,Texas
Supervisory Health Systems Specialist (Credentialing & Privileging Manager),Department of Veterans Affairs,77488,Data Warehouse Manager,White River Junction,Vermont
"Registered Nurse Manager - VA Community Care Section, Integrated Access Service",Department of Veterans Affairs,82812,Data Warehouse Manager,Fort Thomas,Kentucky
Supervisory Quality Assurance Specialist (Product Quality Division Manager),Department of the Treasury,12253,Data Warehouse Manager,Washington,District of Columbia
Interdisciplinary - Industrial Hygiene & Safety Manager/Supv Safety Engineer,Department of Defense,14412,Data Warehouse Manager,Fort Belvoir,Virginia
Supervisory Information Technology Specialist (Computer Services Manager),Department of Justice,88488,Data Warehouse Manager,Lompoc,California
"Aviation Safety Inspector (Air Carrier Operations), Aircrew Program Manager",Department of Transportation,93907,Data Warehouse Manager,No location provided,
Forestry Technician (Assistant Helicopter Program Manager) - Direct Hire Authority,Department of the Interior,54119.99893,Data Warehouse Manager,Denali Park,Alaska
Forestry Technician (Assistant Helicopter Program Manager) - DIRECT HIRE AUTHORITY,Department of the Interior,48378,Data Warehouse Manager,Grand Canyon,Arizona
"Aviation Safety Inspector, Asst. Aircrew Program Manager, Air Carrier Operations",Department of Transportation,99319,Data Warehouse Manager,Irving,Texas
Supervisory Aviation Technical Systems Specialist (District Facility Manager),Department of Transportation,98135,Data Warehouse Manager,No location provided,
"Supervisory Aviation Safety Inspector, Front Line Manager, Air Carrier (Operations)",Department of Transportation,83458,Data Warehouse Manager,No location provided,
Safety and Occupational Health Manager (Open to both U.S. Citizens and Federal Employees),Department of Transportation,64649,Data Warehouse Manager,Massena,New York
Program Manager Associate Director Small Business Integrated Performance Management,Department of Defense,12253,Data Warehouse Manager,Alexandria,Virginia
"Senior Social Worker, Behavioral Health Interdisciplinary (BHIP) Team Lead/Case Manager",Department of Veterans Affairs,85234,Data Warehouse Manager,White City,Oregon
"Interdisciplinary Project Manager (General Engineer, Landscape Architect, Architect)",Department of the Interior,64649,Data Warehouse Manager,No location provided,
Senior Social Worker Virtual Intensive Evaluation & Treatment Program Case Manager (IETP),Department of Veterans Affairs,77488,Data Warehouse Manager,Tampa,Florida
Life Scientist/Physical Scientist/ Environmental Engineer (Remedial Project Manager),Other Agencies and Independent Organizations,50476,Data Warehouse Manager,New York,New York
Health System Specialist - Customer Service Program Manager (Chief Experience Officer),Department of Veterans Affairs,92143,Data Warehouse Manager,Memphis,Tennessee
"Supervisory Internal Revenue Agent (Exempt Organizations Group Manager) NTE 1 Year, MBE, MBP",Department of the Treasury,11212,Data Warehouse Manager,No location provided,
Health Science Specialist (Community Engagement and Partnership Program Manager VISN 15),Department of Veterans Affairs,92143,Data Warehouse Manager,Kansas City,Missouri
VISN Program manager (Pharmacist) - Director (Center for Mental Healthcare and Outcomes Research),Department of Veterans Affairs,12583,Data Warehouse Manager,North Little Rock,Arkansas
Registered Nurse- Nurse Manager Inpatient Mental Health and Residential Rehab Treatment Program,Department of Veterans Affairs,72426,Data Warehouse Manager,Omaha,Nebraska
Interdisciplinary Social Scientist/Natural Resource Manager (Recreation)/Landscape Architect,Department of Agriculture,77488,Data Warehouse Manager,Vernal,Utah
Oracle Database Administrator NF4,Department of the Navy,87000,Database Manager,Quantico,Virginia
MANAGER,Department of the Navy,10522,Database Manager,Port Hueneme,California
MANAGER,Department of the Navy,10369,Database Manager,Dahlgren,Virginia
MANAGER,Department of the Navy,10260,Database Manager,Naval Base Newport,Rhode Island
MANAGER,Department of the Navy,10260,Database Manager,Naval Base Newport,Rhode Island
MANAGER,Department of the Navy,92413,Database Manager,Panama City Naval Surface Warfare Center,Florida
MANAGER,Department of the Navy,92143,Database Manager,Crane,Indiana
Golf Manager,Department of the Navy,54000,Database Manager,Ventura County,California
Club Manager,Department of the Air Force,35459.99908,Database Manager,Minot AFB,North Dakota
SITE MANAGER,Department of the Air Force,10369,Database Manager,Suitland,Maryland
Nurse Manager,Department of Veterans Affairs,81409,Database Manager,No location provided,
Field Manager,Department of the Interior,92143,Database Manager,Bishop,California
Store Manager,Department of Defense,53433,Database Manager,Hill AFB,Utah
RV Park Manager,Department of the Air Force,46000,Database Manager,No location provided,
Office Manager,Department of the Treasury,78861,Database Manager,San Francisco,California
Office Manager,Department of the Treasury,71987,Database Manager,No location provided,
Program Manager (Operations Manager - UNICOR),Department of Justice,92143,Database Manager,Coleman,Florida
"Program Manager (Station Manager, Antarctica)",Other Agencies and Independent Organizations,14893,Database Manager,Alexandria,Virginia
Project Manager,Department of the Army,66829,Database Manager,No location provided,
Program Manager,Department of the Army,93907,Database Manager,No location provided,
Project Manager,Department of the Army,66829,Database Manager,No location provided,
Project Manager,Department of the Army,80275,Database Manager,No location provided,
Program Manager,Department of the Army,93907,Database Manager,No location provided,
Program Manager,Department of the Army,79468,Database Manager,No location provided,
Program Manager,Department of the Army,93907,Database Manager,No location provided,
Product Manager,Legislative Branch,12253,Database Manager,Washington,District of Columbia
PROGRAM MANAGER,Department of the Navy,10647,Database Manager,Lakehurst,New Jersey
Project Manager,Department of Veterans Affairs,77488,Database Manager,Fort Wayne,Indiana
Program Manager,General Services Administration,11736,Database Manager,Fort Worth,Texas
RN-Risk Manager,Department of Veterans Affairs,10674,Database Manager,Palo Alto,California
Program Manager,Department of Energy,10957,Database Manager,Los Alamos,New Mexico
PROGRAM MANAGER,Department of the Navy,12253,Database Manager,Washington Navy Yard,District of Columbia
Nurse Manager - OR,Department of Veterans Affairs,65908,Database Manager,Augusta,Georgia
Program Manager,Department of the Army,12253,Database Manager,Fort Belvoir,Virginia
Program Manager,Department of the Army,14412,Database Manager,Washington,District of Columbia
Program Manager,Department of the Army,14412,Database Manager,Washington,District of Columbia
Project Manager,General Services Administration,43683,Database Manager,No location provided,
PROJECT MANAGER,Department of the Army,79901,Database Manager,Tripler Army Medical Center,Hawaii
PROGRAM MANAGER,Department of Homeland Security,79468,Database Manager,No location provided,
